,Datetime1,DAYTON_MW,Datetime
5142,21,10.133,2022-08-06 06:00:00
5143,22,10.02,2022-08-06 07:00:00
5144,23,9.829,2022-08-06 08:00:00
5145,00,18.52,2022-08-06 09:00:00
5146,01,22.129,2022-08-06 10:00:00
5147,02,23.533,2022-08-06 11:00:00
5148,03,24.1,2022-08-06 12:00:00
5149,04,24.3,2022-08-06 13:00:00
5150,05,24.4,2022-08-06 14:00:00
5151,06,24.5,2022-08-06 15:00:00
5152,07,22.983,2022-08-06 16:00:00
5153,08,22.417,2022-08-06 17:00:00
5154,09,22.7,2022-08-06 18:00:00
5155,10,22.76,2022-08-06 19:00:00
5156,11,22.983,2022-08-06 20:00:00
5157,12,23.367,2022-08-06 21:00:00
5158,13,23.125,2022-08-06 22:00:00
5159,14,23.257,2022-08-06 23:00:00
5160,15,23.833,2022-08-07 00:00:00
5161,16,23.92,2022-08-07 01:00:00
5162,17,23.688,2022-08-07 02:00:00
5163,18,23.575,2022-08-07 03:00:00
5164,19,23.267,2022-08-07 04:00:00
5165,20,23.567,2022-08-07 05:00:00
5166,21,22.92,2022-08-07 06:00:00
5167,22,22.55,2022-08-07 07:00:00
5168,23,22.333,2022-08-07 08:00:00
5169,00,22.88,2022-08-07 09:00:00
5170,01,23.517,2022-08-07 10:00:00
5171,02,23.88,2022-08-07 11:00:00
5172,03,24.133,2022-08-07 12:00:00
5173,04,24.283,2022-08-07 13:00:00
5174,05,24.367,2022-08-07 14:00:00
5175,06,24.5,2022-08-07 15:00:00
5176,07,24.4,2022-08-07 16:00:00
5177,08,23.35,2022-08-07 17:00:00
5178,09,22.8,2022-08-07 18:00:00
5179,10,22.7,2022-08-07 19:00:00
5180,11,23.1,2022-08-07 20:00:00
5181,12,23.4,2022-08-07 21:00:00
5182,13,23.3,2022-08-07 22:00:00
5183,14,23.42,2022-08-07 23:00:00
5184,15,23.6,2022-08-08 00:00:00
5185,16,23.6,2022-08-08 01:00:00
5186,17,23.6,2022-08-08 02:00:00
5187,18,23.5,2022-08-08 03:00:00
5188,19,23.417,2022-08-08 04:00:00
5189,20,23.52,2022-08-08 05:00:00
5190,21,23.233,2022-08-08 06:00:00
5191,22,23.017,2022-08-08 07:00:00
5192,23,22.967,2022-08-08 08:00:00
5193,00,23.24,2022-08-08 09:00:00
5194,01,23.617,2022-08-08 10:00:00
5195,02,23.886,2022-08-08 11:00:00
5196,03,24.04,2022-08-08 12:00:00
5197,04,24.183,2022-08-08 13:00:00
5198,05,24.28,2022-08-08 14:00:00
5199,06,24.35,2022-08-08 15:00:00
5200,07,24.217,2022-08-08 16:00:00
5201,08,23.62,2022-08-08 17:00:00
5202,09,21.0,2022-08-08 18:00:00
5203,10,21.267,2022-08-08 19:00:00
5204,11,22.28,2022-08-08 20:00:00
5205,12,19.667,2022-08-08 21:00:00
5206,13,10.5,2022-08-08 22:00:00
5207,14,10.6,2022-08-08 23:00:00
5208,15,10.317,2022-08-09 00:00:00
5209,16,13.68,2022-08-09 01:00:00
5210,17,20.08,2022-08-09 02:00:00
5211,18,21.333,2022-08-09 03:00:00
5212,19,21.883,2022-08-09 04:00:00
5213,20,22.4,2022-08-09 05:00:00
5214,21,22.25,2022-08-09 06:00:00
5215,22,22.0,2022-08-09 07:00:00
5216,23,21.9,2022-08-09 08:00:00
5217,00,22.45,2022-08-09 09:00:00
5218,01,23.05,2022-08-09 10:00:00
5219,02,23.42,2022-08-09 11:00:00
5220,03,23.714,2022-08-09 12:00:00
5221,04,23.92,2022-08-09 13:00:00
5222,05,24.0,2022-08-09 14:00:00
5223,06,24.0,2022-08-09 15:00:00
5224,07,24.083,2022-08-09 16:00:00
5225,08,24.1,2022-08-09 17:00:00
5226,09,24.16,2022-08-09 18:00:00
5227,10,24.257,2022-08-09 19:00:00
5228,11,24.44,2022-08-09 20:00:00
5229,12,24.583,2022-08-09 21:00:00
5230,13,24.833,2022-08-09 22:00:00
5231,14,24.9,2022-08-09 23:00:00
5232,15,25.0,2022-08-10 00:00:00
5233,16,25.1,2022-08-10 01:00:00
5234,17,25.2,2022-08-10 02:00:00
5235,18,25.186,2022-08-10 03:00:00
5236,19,25.05,2022-08-10 04:00:00
5237,20,24.867,2022-08-10 05:00:00
5238,21,24.7,2022-08-10 06:00:00
5239,22,24.54,2022-08-10 07:00:00
5240,23,24.443,2022-08-10 08:00:00
5241,00,24.317,2022-08-10 09:00:00
5242,01,24.167,2022-08-10 10:00:00
5243,02,24.083,2022-08-10 11:00:00
5244,03,24.0,2022-08-10 12:00:00
5245,04,23.925,2022-08-10 13:00:00
5246,05,23.9,2022-08-10 14:00:00
5247,06,23.933,2022-08-10 15:00:00
5248,07,23.85,2022-08-10 16:00:00
5249,08,22.72,2022-08-10 17:00:00
5250,09,22.117,2022-08-10 18:00:00
5251,10,21.757,2022-08-10 19:00:00
5252,11,21.8,2022-08-10 20:00:00
5253,12,22.28,2022-08-10 21:00:00
5254,13,22.3,2022-08-10 22:00:00
5255,14,22.433,2022-08-10 23:00:00
5256,15,22.82,2022-08-11 00:00:00
5257,16,23.6,2022-08-11 01:00:00
5258,17,23.183,2022-08-11 02:00:00
5259,18,22.817,2022-08-11 03:00:00
5260,19,22.6,2022-08-11 04:00:00
5261,20,22.9,2022-08-11 05:00:00
5262,21,22.517,2022-08-11 06:00:00
5263,22,22.12,2022-08-11 07:00:00
5264,23,21.95,2022-08-11 08:00:00
5265,00,22.35,2022-08-11 09:00:00
5266,01,22.8,2022-08-11 10:00:00
5267,02,23.083,2022-08-11 11:00:00
5268,03,23.22,2022-08-11 12:00:00
5269,04,23.3,2022-08-11 13:00:00
5270,05,23.383,2022-08-11 14:00:00
5271,06,23.4,2022-08-11 15:00:00
5272,07,23.48,2022-08-11 16:00:00
5273,08,23.567,2022-08-11 17:00:00
5274,09,23.883,2022-08-11 18:00:00
5275,10,24.35,2022-08-11 19:00:00
5276,11,24.85,2022-08-11 20:00:00
5277,12,22.04,2022-08-11 21:00:00
5278,13,11.786,2022-08-11 22:00:00
5279,14,19.75,2022-08-11 23:00:00
5280,15,24.533,2022-08-12 00:00:00
5281,16,25.68,2022-08-12 01:00:00
5282,17,26.133,2022-08-12 02:00:00
5283,18,26.1,2022-08-12 03:00:00
5284,19,26.04,2022-08-12 04:00:00
5285,20,25.817,2022-08-12 05:00:00
5286,21,25.583,2022-08-12 06:00:00
5287,22,25.4,2022-08-12 07:00:00
5288,23,25.167,2022-08-12 08:00:00
5289,00,24.96,2022-08-12 09:00:00
5290,01,24.833,2022-08-12 10:00:00
5291,02,24.7,2022-08-12 11:00:00
5292,03,24.56,2022-08-12 12:00:00
5293,04,24.433,2022-08-12 13:00:00
5294,05,24.317,2022-08-12 14:00:00
5295,06,24.3,2022-08-12 15:00:00
5296,07,24.214,2022-08-12 16:00:00
5297,08,23.32,2022-08-12 17:00:00
5298,09,22.683,2022-08-12 18:00:00
5299,10,22.42,2022-08-12 19:00:00
5300,11,22.629,2022-08-12 20:00:00
5301,12,22.983,2022-08-12 21:00:00
5302,13,22.95,2022-08-12 22:00:00
5303,14,23.08,2022-08-12 23:00:00
5304,15,23.233,2022-08-13 00:00:00
5305,16,23.367,2022-08-13 01:00:00
5306,17,23.18,2022-08-13 02:00:00
5307,18,22.917,2022-08-13 03:00:00
5308,19,22.6,2022-08-13 04:00:00
5309,20,22.917,2022-08-13 05:00:00
5310,21,22.32,2022-08-13 06:00:00
5311,22,21.717,2022-08-13 07:00:00
5312,23,21.567,2022-08-13 08:00:00
5313,00,22.233,2022-08-13 09:00:00
5314,01,22.8,2022-08-13 10:00:00
5315,02,23.183,2022-08-13 11:00:00
5316,03,23.4,2022-08-13 12:00:00
5317,04,23.54,2022-08-13 13:00:00
5318,05,23.6,2022-08-13 14:00:00
5319,06,23.6,2022-08-13 15:00:00
5320,07,23.617,2022-08-13 16:00:00
5321,08,23.72,2022-08-13 17:00:00
5322,09,23.9,2022-08-13 18:00:00
5323,10,24.083,2022-08-13 19:00:00
5324,11,24.325,2022-08-13 20:00:00
5325,12,24.54,2022-08-13 21:00:00
5326,13,24.78,2022-08-13 22:00:00
5327,14,24.9,2022-08-13 23:00:00
5328,15,24.9,2022-08-14 00:00:00
5329,16,24.9,2022-08-14 01:00:00
5330,17,24.96,2022-08-14 02:00:00
5331,18,24.933,2022-08-14 03:00:00
5332,19,24.817,2022-08-14 04:00:00
5333,20,24.64,2022-08-14 05:00:00
5334,21,24.45,2022-08-14 06:00:00
5335,22,24.3,2022-08-14 07:00:00
5336,23,24.167,2022-08-14 08:00:00
5337,00,24.04,2022-08-14 09:00:00
5338,01,23.933,2022-08-14 10:00:00
5339,02,23.8,2022-08-14 11:00:00
5340,03,23.7,2022-08-14 12:00:00
5341,04,23.633,2022-08-14 13:00:00
5342,05,23.467,2022-08-14 14:00:00
5343,06,23.2,2022-08-14 15:00:00
5344,07,23.15,2022-08-14 16:00:00
5345,08,22.6,2022-08-14 17:00:00
5346,09,22.083,2022-08-14 18:00:00
5347,10,21.867,2022-08-14 19:00:00
5348,11,22.1,2022-08-14 20:00:00
5349,12,22.15,2022-08-14 21:00:00
5350,13,22.1,2022-08-14 22:00:00
5351,14,22.1,2022-08-14 23:00:00
5352,15,22.217,2022-08-15 00:00:00
5353,16,22.42,2022-08-15 01:00:00
5354,17,22.3,2022-08-15 02:00:00
5355,18,22.133,2022-08-15 03:00:00
5356,19,22.033,2022-08-15 04:00:00
5357,20,22.3,2022-08-15 05:00:00
5358,21,22.067,2022-08-15 06:00:00
5359,22,21.96,2022-08-15 07:00:00
5360,23,21.95,2022-08-15 08:00:00
5361,00,22.533,2022-08-15 09:00:00
5362,01,22.9,2022-08-15 10:00:00
5363,02,23.167,2022-08-15 11:00:00
5364,03,23.317,2022-08-15 12:00:00
5365,04,23.4,2022-08-15 13:00:00
5366,05,23.4,2022-08-15 14:00:00
5367,06,23.5,2022-08-15 15:00:00
5368,07,23.417,2022-08-15 16:00:00
5369,08,22.66,2022-08-15 17:00:00
5370,09,22.529,2022-08-15 18:00:00
5371,10,22.7,2022-08-15 19:00:00
5372,11,22.98,2022-08-15 20:00:00
5373,12,23.483,2022-08-15 21:00:00
5374,13,23.571,2022-08-15 22:00:00
5375,14,23.6,2022-08-15 23:00:00
5376,15,23.8,2022-08-16 00:00:00
5377,16,23.717,2022-08-16 01:00:00
5378,17,23.52,2022-08-16 02:00:00
5379,18,23.4,2022-08-16 03:00:00
5380,19,23.18,2022-08-16 04:00:00
5381,20,23.3,2022-08-16 05:00:00
5382,21,23.083,2022-08-16 06:00:00
5383,22,22.733,2022-08-16 07:00:00
5384,23,22.6,2022-08-16 08:00:00
5385,00,22.883,2022-08-16 09:00:00
5386,01,23.229,2022-08-16 10:00:00
5387,02,23.417,2022-08-16 11:00:00
5388,03,23.5,2022-08-16 12:00:00
5389,04,23.567,2022-08-16 13:00:00
5390,05,23.6,2022-08-16 14:00:00
5391,06,23.62,2022-08-16 15:00:00
5392,07,23.483,2022-08-16 16:00:00
5393,08,22.888,2022-08-16 17:00:00
5394,09,22.925,2022-08-16 18:00:00
5395,10,23.214,2022-08-16 19:00:00
5396,11,23.683,2022-08-16 20:00:00
5397,12,24.0,2022-08-16 21:00:00
5398,13,24.083,2022-08-16 22:00:00
5399,14,24.2,2022-08-16 23:00:00
5400,15,24.575,2022-08-17 00:00:00
5401,16,24.8,2022-08-17 01:00:00
5402,17,24.686,2022-08-17 02:00:00
5403,18,24.483,2022-08-17 03:00:00
5404,19,24.283,2022-08-17 04:00:00
5405,20,24.15,2022-08-17 05:00:00
5406,21,23.8,2022-08-17 06:00:00
5407,22,23.5,2022-08-17 07:00:00
5408,23,23.35,2022-08-17 08:00:00
5409,00,23.68,2022-08-17 09:00:00
5410,01,24.033,2022-08-17 10:00:00
5411,02,24.24,2022-08-17 11:00:00
5412,03,24.383,2022-08-17 12:00:00
5413,04,24.417,2022-08-17 13:00:00
5414,05,24.48,2022-08-17 14:00:00
5415,06,24.35,2022-08-17 15:00:00
5416,07,24.05,2022-08-17 16:00:00
5417,08,23.629,2022-08-17 17:00:00
5418,09,23.6,2022-08-17 18:00:00
5419,10,23.74,2022-08-17 19:00:00
5420,11,24.24,2022-08-17 20:00:00
5421,12,24.54,2022-08-17 21:00:00
5422,13,24.683,2022-08-17 22:00:00
5423,14,24.92,2022-08-17 23:00:00
5424,15,25.54,2022-08-18 00:00:00
5425,16,23.12,2022-08-18 01:00:00
5426,17,23.917,2022-08-18 02:00:00
5427,18,24.033,2022-08-18 03:00:00
5428,19,23.94,2022-08-18 04:00:00
5429,20,24.125,2022-08-18 05:00:00
5430,21,24.083,2022-08-18 06:00:00
5431,22,23.633,2022-08-18 07:00:00
5432,23,23.414,2022-08-18 08:00:00
5433,00,23.76,2022-08-18 09:00:00
5434,01,24.0,2022-08-18 10:00:00
5435,02,24.15,2022-08-18 11:00:00
5436,03,24.267,2022-08-18 12:00:00
5437,04,24.38,2022-08-18 13:00:00
5438,05,24.417,2022-08-18 14:00:00
5439,06,24.5,2022-08-18 15:00:00
5440,07,24.5,2022-08-18 16:00:00
5441,08,24.617,2022-08-18 17:00:00
5442,09,24.967,2022-08-18 18:00:00
5443,10,25.367,2022-08-18 19:00:00
5444,11,25.9,2022-08-18 20:00:00
5445,12,26.317,2022-08-18 21:00:00
5446,13,26.75,2022-08-18 22:00:00
5447,14,27.257,2022-08-18 23:00:00
5448,15,27.567,2022-08-19 00:00:00
5449,16,27.6,2022-08-19 01:00:00
5450,17,27.4,2022-08-19 02:00:00
5451,18,27.2,2022-08-19 03:00:00
5452,19,26.867,2022-08-19 04:00:00
5453,20,26.48,2022-08-19 05:00:00
5454,21,26.133,2022-08-19 06:00:00
5455,22,25.75,2022-08-19 07:00:00
5456,23,25.48,2022-08-19 08:00:00
5457,00,25.217,2022-08-19 09:00:00
5458,01,25.05,2022-08-19 10:00:00
5459,02,24.9,2022-08-19 11:00:00
5460,03,24.8,2022-08-19 12:00:00
5461,04,24.717,2022-08-19 13:00:00
5462,05,24.583,2022-08-19 14:00:00
5463,06,24.5,2022-08-19 15:00:00
5464,07,24.233,2022-08-19 16:00:00
5465,08,23.46,2022-08-19 17:00:00
5466,09,23.417,2022-08-19 18:00:00
5467,10,23.65,2022-08-19 19:00:00
5468,11,24.033,2022-08-19 20:00:00
5469,12,24.62,2022-08-19 21:00:00
5470,13,24.933,2022-08-19 22:00:00
5471,14,25.08,2022-08-19 23:00:00
5472,15,24.867,2022-08-20 00:00:00
5473,16,24.633,2022-08-20 01:00:00
5474,17,24.5,2022-08-20 02:00:00
5475,18,24.46,2022-08-20 03:00:00
5476,19,24.2,2022-08-20 04:00:00
5477,20,24.2,2022-08-20 05:00:00
5478,21,23.867,2022-08-20 06:00:00
5479,22,23.583,2022-08-20 07:00:00
5480,23,23.52,2022-08-20 08:00:00
5481,00,23.8,2022-08-20 09:00:00
5482,01,24.057,2022-08-20 10:00:00
5483,02,24.2,2022-08-20 11:00:00
5484,03,24.28,2022-08-20 12:00:00
5485,04,24.267,2022-08-20 13:00:00
5486,05,24.2,2022-08-20 14:00:00
5487,06,24.16,2022-08-20 15:00:00
5488,07,23.6,2022-08-20 16:00:00
5489,08,23.32,2022-08-20 17:00:00
5490,09,23.343,2022-08-20 18:00:00
5491,10,23.433,2022-08-20 19:00:00
5492,11,23.683,2022-08-20 20:00:00
5493,12,23.957,2022-08-20 21:00:00
5494,13,23.886,2022-08-20 22:00:00
5495,14,23.729,2022-08-20 23:00:00
5496,15,20.022,2022-08-21 00:00:00
5497,16,9.94,2022-08-21 01:00:00
5498,17,11.825,2022-08-21 02:00:00
5499,18,20.017,2022-08-21 03:00:00
5500,19,21.283,2022-08-21 04:00:00
5501,20,21.95,2022-08-21 05:00:00
5502,21,21.767,2022-08-21 06:00:00
5503,22,21.52,2022-08-21 07:00:00
5504,23,21.413,2022-08-21 08:00:00
5505,00,22.086,2022-08-21 09:00:00
5506,01,22.667,2022-08-21 10:00:00
5507,02,22.96,2022-08-21 11:00:00
5508,03,23.18,2022-08-21 12:00:00
5509,04,23.343,2022-08-21 13:00:00
5510,05,23.4,2022-08-21 14:00:00
5511,06,23.475,2022-08-21 15:00:00
5512,07,23.425,2022-08-21 16:00:00
5513,08,22.533,2022-08-21 17:00:00
5514,09,21.967,2022-08-21 18:00:00
5515,10,21.8,2022-08-21 19:00:00
5516,11,21.8,2022-08-21 20:00:00
5517,12,22.15,2022-08-21 21:00:00
5518,13,22.4,2022-08-21 22:00:00
5519,14,22.5,2022-08-21 23:00:00
5520,15,22.583,2022-08-22 00:00:00
5521,16,22.54,2022-08-22 01:00:00
5522,17,22.183,2022-08-22 02:00:00
5523,18,21.933,2022-08-22 03:00:00
5524,19,21.74,2022-08-22 04:00:00
5525,20,21.917,2022-08-22 05:00:00
5526,21,21.75,2022-08-22 06:00:00
5527,22,21.6,2022-08-22 07:00:00
5528,23,21.7,2022-08-22 08:00:00
5529,00,22.417,2022-08-22 09:00:00
5530,01,22.917,2022-08-22 10:00:00
5531,02,23.329,2022-08-22 11:00:00
5532,03,23.617,2022-08-22 12:00:00
5533,04,23.82,2022-08-22 13:00:00
5534,05,24.0,2022-08-22 14:00:00
5535,06,24.117,2022-08-22 15:00:00
5536,07,23.68,2022-08-22 16:00:00
5537,08,22.967,2022-08-22 17:00:00
5538,09,22.84,2022-08-22 18:00:00
5539,10,23.15,2022-08-22 19:00:00
5540,11,23.783,2022-08-22 20:00:00
5541,12,24.44,2022-08-22 21:00:00
5542,13,24.617,2022-08-22 22:00:00
5543,14,25.117,2022-08-22 23:00:00
5544,15,25.3,2022-08-23 00:00:00
5545,16,25.4,2022-08-23 01:00:00
5546,17,25.28,2022-08-23 02:00:00
5547,18,25.167,2022-08-23 03:00:00
5548,19,24.933,2022-08-23 04:00:00
5549,20,25.0,2022-08-23 05:00:00
5550,21,24.6,2022-08-23 06:00:00
5551,22,24.417,2022-08-23 07:00:00
5552,23,24.3,2022-08-23 08:00:00
5553,00,24.52,2022-08-23 09:00:00
5554,01,24.783,2022-08-23 10:00:00
5555,02,24.933,2022-08-23 11:00:00
5556,03,25.0,2022-08-23 12:00:00
5557,04,25.0,2022-08-23 13:00:00
5558,05,25.017,2022-08-23 14:00:00
5559,06,25.05,2022-08-23 15:00:00
5560,07,24.75,2022-08-23 16:00:00
5561,08,24.2,2022-08-23 17:00:00
5562,09,24.22,2022-08-23 18:00:00
5563,10,24.6,2022-08-23 19:00:00
5564,11,24.9,2022-08-23 20:00:00
5565,12,25.417,2022-08-23 21:00:00
5566,13,25.633,2022-08-23 22:00:00
5567,14,25.84,2022-08-23 23:00:00
5568,15,26.133,2022-08-24 00:00:00
5569,16,26.65,2022-08-24 01:00:00
5570,17,26.567,2022-08-24 02:00:00
5571,18,26.34,2022-08-24 03:00:00
5572,19,25.917,2022-08-24 04:00:00
5573,20,25.65,2022-08-24 05:00:00
5574,21,25.24,2022-08-24 06:00:00
5575,22,25.0,2022-08-24 07:00:00
5576,23,24.814,2022-08-24 08:00:00
5577,00,24.88,2022-08-24 09:00:00
5578,01,25.067,2022-08-24 10:00:00
5579,02,25.1,2022-08-24 11:00:00
5580,03,25.05,2022-08-24 12:00:00
5581,04,24.983,2022-08-24 13:00:00
5582,05,24.86,2022-08-24 14:00:00
5583,06,24.75,2022-08-24 15:00:00
5584,07,24.7,2022-08-24 16:00:00
5585,08,24.333,2022-08-24 17:00:00
5586,09,24.167,2022-08-24 18:00:00
5587,10,24.417,2022-08-24 19:00:00
5588,11,24.74,2022-08-24 20:00:00
5589,12,25.233,2022-08-24 21:00:00
5590,13,25.35,2022-08-24 22:00:00
5591,14,25.7,2022-08-24 23:00:00
5592,15,25.943,2022-08-25 00:00:00
5593,16,26.317,2022-08-25 01:00:00
5594,17,26.417,2022-08-25 02:00:00
5595,18,26.06,2022-08-25 03:00:00
5596,19,25.617,2022-08-25 04:00:00
5597,20,25.45,2022-08-25 05:00:00
5598,21,25.117,2022-08-25 06:00:00
5599,22,24.886,2022-08-25 07:00:00
5600,23,24.64,2022-08-25 08:00:00
5601,00,24.733,2022-08-25 09:00:00
5602,01,24.85,2022-08-25 10:00:00
5603,02,24.9,2022-08-25 11:00:00
5604,03,24.9,2022-08-25 12:00:00
5605,04,24.883,2022-08-25 13:00:00
5606,05,24.75,2022-08-25 14:00:00
5607,06,24.633,2022-08-25 15:00:00
5608,07,24.6,2022-08-25 16:00:00
5609,08,24.817,2022-08-25 17:00:00
5610,09,25.25,2022-08-25 18:00:00
5611,10,25.84,2022-08-25 19:00:00
5612,11,26.45,2022-08-25 20:00:00
5613,12,26.914,2022-08-25 21:00:00
5614,13,27.42,2022-08-25 22:00:00
5615,14,27.95,2022-08-25 23:00:00
5616,15,28.55,2022-08-26 00:00:00
5617,16,28.933,2022-08-26 01:00:00
5618,17,28.98,2022-08-26 02:00:00
5619,18,28.8,2022-08-26 03:00:00
5620,19,28.35,2022-08-26 04:00:00
5621,20,28.0,2022-08-26 05:00:00
5622,21,27.6,2022-08-26 06:00:00
5623,22,27.18,2022-08-26 07:00:00
5624,23,26.8,2022-08-26 08:00:00
5625,00,26.433,2022-08-26 09:00:00
5626,01,26.12,2022-08-26 10:00:00
5627,02,25.817,2022-08-26 11:00:00
5628,03,25.529,2022-08-26 12:00:00
5629,04,25.314,2022-08-26 13:00:00
5630,05,25.05,2022-08-26 14:00:00
5631,06,24.92,2022-08-26 15:00:00
5632,07,24.9,2022-08-26 16:00:00
5633,08,24.467,2022-08-26 17:00:00
5634,09,24.62,2022-08-26 18:00:00
5635,10,25.05,2022-08-26 19:00:00
5636,11,25.667,2022-08-26 20:00:00
5637,12,26.217,2022-08-26 21:00:00
5638,13,26.62,2022-08-26 22:00:00
5639,14,26.85,2022-08-26 23:00:00
5640,15,27.017,2022-08-27 00:00:00
5641,16,26.96,2022-08-27 01:00:00
5642,17,26.733,2022-08-27 02:00:00
5643,18,26.52,2022-08-27 03:00:00
5644,19,26.15,2022-08-27 04:00:00
5645,20,25.867,2022-08-27 05:00:00
5646,21,25.5,2022-08-27 06:00:00
5647,22,25.233,2022-08-27 07:00:00
5648,23,25.08,2022-08-27 08:00:00
5649,00,25.017,2022-08-27 09:00:00
5650,01,25.1,2022-08-27 10:00:00
5651,02,25.1,2022-08-27 11:00:00
5652,03,25.1,2022-08-27 12:00:00
5653,04,25.029,2022-08-27 13:00:00
5654,05,25.0,2022-08-27 14:00:00
5655,06,24.98,2022-08-27 15:00:00
5656,07,24.817,2022-08-27 16:00:00
5657,08,24.4,2022-08-27 17:00:00
5658,09,24.54,2022-08-27 18:00:00
5659,10,24.967,2022-08-27 19:00:00
5660,11,25.617,2022-08-27 20:00:00
5661,12,26.34,2022-08-27 21:00:00
5662,13,26.717,2022-08-27 22:00:00
5663,14,27.125,2022-08-27 23:00:00
5664,15,27.38,2022-08-28 00:00:00
5665,16,27.783,2022-08-28 01:00:00
5666,17,27.65,2022-08-28 02:00:00
5667,18,27.38,2022-08-28 03:00:00
5668,19,27.071,2022-08-28 04:00:00
5669,20,26.46,2022-08-28 05:00:00
5670,21,25.683,2022-08-28 06:00:00
5671,22,25.62,2022-08-28 07:00:00
5672,23,25.483,2022-08-28 08:00:00
5673,00,25.533,2022-08-28 09:00:00
5674,01,25.783,2022-08-28 10:00:00
5675,02,25.986,2022-08-28 11:00:00
5676,03,26.1,2022-08-28 12:00:00
5677,04,26.183,2022-08-28 13:00:00
5678,05,26.2,2022-08-28 14:00:00
5679,06,26.28,2022-08-28 15:00:00
5680,07,26.283,2022-08-28 16:00:00
5681,08,25.84,2022-08-28 17:00:00
5682,09,25.743,2022-08-28 18:00:00
5683,10,26.033,2022-08-28 19:00:00
5684,11,26.533,2022-08-28 20:00:00
5685,12,27.333,2022-08-28 21:00:00
5686,13,27.633,2022-08-28 22:00:00
5687,14,28.3,2022-08-28 23:00:00
5688,15,28.129,2022-08-29 00:00:00
5689,16,27.767,2022-08-29 01:00:00
5690,17,27.48,2022-08-29 02:00:00
5691,18,27.233,2022-08-29 03:00:00
5692,19,27.0,2022-08-29 04:00:00
5693,20,26.783,2022-08-29 05:00:00
5694,21,26.5,2022-08-29 06:00:00
5695,22,26.24,2022-08-29 07:00:00
5696,23,26.033,2022-08-29 08:00:00
5697,00,26.017,2022-08-29 09:00:00
5698,01,26.15,2022-08-29 10:00:00
5699,02,26.2,2022-08-29 11:00:00
5700,03,26.25,2022-08-29 12:00:00
5701,04,26.267,2022-08-29 13:00:00
5702,05,26.2,2022-08-29 14:00:00
5703,06,26.2,2022-08-29 15:00:00
5704,07,26.117,2022-08-29 16:00:00
5705,08,25.76,2022-08-29 17:00:00
5706,09,25.757,2022-08-29 18:00:00
5707,10,26.1,2022-08-29 19:00:00
5708,11,26.683,2022-08-29 20:00:00
5709,12,27.7,2022-08-29 21:00:00
5710,13,28.25,2022-08-29 22:00:00
5711,14,28.9,2022-08-29 23:00:00
5712,15,29.367,2022-08-30 00:00:00
5713,16,29.817,2022-08-30 01:00:00
5714,17,30.033,2022-08-30 02:00:00
5715,18,29.58,2022-08-30 03:00:00
5716,19,28.917,2022-08-30 04:00:00
5717,20,28.467,2022-08-30 05:00:00
5718,21,27.967,2022-08-30 06:00:00
5719,22,27.583,2022-08-30 07:00:00
5720,23,27.12,2022-08-30 08:00:00
5721,00,26.9,2022-08-30 09:00:00
5722,01,26.767,2022-08-30 10:00:00
5723,02,26.7,2022-08-30 11:00:00
5724,03,26.667,2022-08-30 12:00:00
5725,04,26.6,2022-08-30 13:00:00
5726,05,26.467,2022-08-30 14:00:00
5727,06,26.329,2022-08-30 15:00:00
5728,07,26.117,2022-08-30 16:00:00
5729,08,25.7,2022-08-30 17:00:00
5730,09,25.733,2022-08-30 18:00:00
5731,10,26.1,2022-08-30 19:00:00
5732,11,26.62,2022-08-30 20:00:00
5733,12,27.283,2022-08-30 21:00:00
5734,13,27.98,2022-08-30 22:00:00
5735,14,28.483,2022-08-30 23:00:00
5736,15,28.85,2022-08-31 00:00:00
5737,16,29.35,2022-08-31 01:00:00
5738,17,29.2,2022-08-31 02:00:00
5739,18,28.64,2022-08-31 03:00:00
5740,19,27.867,2022-08-31 04:00:00
5741,20,27.48,2022-08-31 05:00:00
5742,21,27.171,2022-08-31 06:00:00
5743,22,26.783,2022-08-31 07:00:00
5744,23,26.45,2022-08-31 08:00:00
5745,00,26.367,2022-08-31 09:00:00
5746,01,26.467,2022-08-31 10:00:00
5747,02,26.4,2022-08-31 11:00:00
5748,03,26.383,2022-08-31 12:00:00
5749,04,26.28,2022-08-31 13:00:00
5750,05,26.167,2022-08-31 14:00:00
5751,06,26.083,2022-08-31 15:00:00
5752,07,26.083,2022-08-31 16:00:00
5753,08,25.767,2022-08-31 17:00:00
5754,09,25.667,2022-08-31 18:00:00
5755,10,25.92,2022-08-31 19:00:00
5756,11,26.6,2022-08-31 20:00:00
5757,12,27.514,2022-08-31 21:00:00
5758,13,28.02,2022-08-31 22:00:00
5759,14,28.383,2022-08-31 23:00:00
5760,15,28.967,2022-09-01 00:00:00
5761,16,29.433,2022-09-01 01:00:00
5762,17,29.433,2022-09-01 02:00:00
5763,18,29.3,2022-09-01 03:00:00
5764,19,28.9,2022-09-01 04:00:00
5765,20,28.643,2022-09-01 05:00:00
5766,21,28.217,2022-09-01 06:00:00
5767,22,27.817,2022-09-01 07:00:00
5768,23,27.54,2022-09-01 08:00:00
5769,00,27.467,2022-09-01 09:00:00
5770,01,27.5,2022-09-01 10:00:00
5771,02,27.44,2022-09-01 11:00:00
5772,03,27.34,2022-09-01 12:00:00
5773,04,27.2,2022-09-01 13:00:00
5774,05,27.033,2022-09-01 14:00:00
5775,06,26.82,2022-09-01 15:00:00
5776,07,26.717,2022-09-01 16:00:00
